                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                0.79791,                0.41517,                 0.8965,                0.89291,                0.85367,                0.88893,                 0.5986,                 1.0599,                0.52469,                  1.091,             0.00041748,             0.00041748,             0.00041748
                    145,                0.78174,                0.41051,                0.89282,                0.89914,                0.85799,                0.88999,                0.59341,                 1.0534,                0.50863,                 1.0991,             0.00041041,             0.00041041,             0.00041041
                    146,                0.80232,                0.41987,                0.89345,                0.89447,                0.85019,                 0.8898,                0.59768,                  1.062,                 0.5226,                 1.1108,             0.00040334,             0.00040334,             0.00040334
                    147,                0.79892,                0.41768,                0.88976,                0.91842,                0.81647,                0.87957,                0.59139,                 1.0687,                0.52667,                 1.1223,             0.00039626,             0.00039626,             0.00039626
                    148,                0.77496,                0.41242,                0.89357,                0.88929,                0.82762,                0.87997,                0.58795,                 1.0581,                0.51584,                 1.1111,             0.00038919,             0.00038919,             0.00038919
                    149,                0.78671,                0.41199,                0.89634,                0.90891,                0.84488,                0.89197,                0.59656,                 1.0606,                0.50233,                 1.1018,             0.00038211,             0.00038211,             0.00038211
                    150,                0.77239,                0.41751,                0.89499,                0.90098,                0.84333,                0.89317,                0.59679,                 1.0629,                0.51073,                 1.0999,             0.00037504,             0.00037504,             0.00037504
                    151,                0.76428,                0.41392,                0.89246,                0.89695,                0.83058,                0.88671,                0.59532,                 1.0516,                0.51391,                 1.0989,             0.00036797,             0.00036797,             0.00036797
                    152,                0.76285,                0.39998,                0.89153,                0.89793,                0.84341,                0.88764,                0.59795,                 1.0548,                0.50578,                 1.0959,             0.00036089,             0.00036089,             0.00036089
                    153,                0.75246,                0.39092,                0.88964,                  0.903,                0.83631,                0.89096,                0.59914,                 1.0527,                0.49633,                 1.0831,             0.00035382,             0.00035382,             0.00035382
                    154,                0.77826,                0.40678,                0.89109,                0.87997,                0.82719,                0.87459,                0.58754,                 1.0554,                0.51802,                  1.078,             0.00034675,             0.00034675,             0.00034675
                    155,                0.78412,                0.41531,                0.89101,                0.92144,                0.83895,                0.87699,                0.59066,                  1.062,                0.50913,                  1.092,             0.00033967,             0.00033967,             0.00033967
                    156,                0.76643,                0.40405,                0.89048,                0.91771,                0.83866,                0.88716,                0.59656,                 1.0704,                0.50664,                 1.1018,              0.0003326,              0.0003326,              0.0003326
                    157,                0.74878,                0.39364,                0.88245,                0.88258,                0.85568,                0.88533,                0.58486,                 1.0692,                0.50124,                 1.1052,             0.00032553,             0.00032553,             0.00032553
                    158,                0.75909,                0.40362,                0.89029,                0.89514,                0.83511,                0.88293,                0.58892,                 1.0697,                0.50309,                 1.1066,             0.00031845,             0.00031845,             0.00031845
                    159,                0.74019,                0.39225,                0.88888,                0.89325,                0.84874,                0.88723,                0.58943,                 1.0719,                0.51692,                 1.1068,             0.00031138,             0.00031138,             0.00031138
                    160,                0.75814,                0.39816,                0.88621,                0.89156,                0.84403,                0.88636,                0.58963,                 1.0659,                0.51117,                  1.111,             0.00030431,             0.00030431,             0.00030431
                    161,                0.74934,                0.39844,                0.88524,                0.91916,                0.83652,                0.89248,                0.60121,                  1.064,                0.51687,                 1.1035,             0.00029723,             0.00029723,             0.00029723
                    162,                 0.7571,                0.39533,                0.88953,                 0.9102,                0.82657,                0.88085,                0.58828,                 1.0696,                0.52013,                 1.1025,             0.00029016,             0.00029016,             0.00029016
                    163,                0.76593,                0.39906,                0.88431,                0.91565,                0.83668,                0.88988,                0.59396,                 1.0681,                0.51595,                 1.1089,             0.00028308,             0.00028308,             0.00028308
                    164,                0.72841,                0.38571,                0.88454,                0.90795,                0.84823,                 0.8851,                0.59498,                 1.0585,                0.51708,                 1.0991,             0.00027601,             0.00027601,             0.00027601
                    165,                0.73759,                0.38678,                0.87892,                  0.919,                0.82817,                0.88562,                0.59416,                 1.0555,                0.50495,                 1.0941,             0.00026894,             0.00026894,             0.00026894
                    166,                0.75119,                0.39123,                0.87826,                0.91283,                0.83125,                0.88647,                0.59673,                 1.0598,                 0.5065,                 1.0983,             0.00026186,             0.00026186,             0.00026186
                    167,                0.72981,                0.38174,                 0.8765,                 0.9261,                0.82635,                0.88294,                0.59627,                 1.0614,                0.50845,                 1.0943,             0.00025479,             0.00025479,             0.00025479
                    168,                0.73564,                0.38212,                0.88642,                0.90622,                 0.8248,                0.88197,                0.59525,                  1.067,                0.51326,                 1.0999,             0.00024772,             0.00024772,             0.00024772
                    169,                0.72245,                0.38313,                 0.8805,                0.90635,                0.83708,                0.88988,                0.60129,                 1.0572,                0.50286,                 1.0985,             0.00024064,             0.00024064,             0.00024064
                    170,                0.72045,                0.37663,                0.88196,                 0.8877,                0.83825,                0.88096,                0.59084,                 1.0619,                0.50591,                 1.1017,             0.00023357,             0.00023357,             0.00023357
                    171,                0.74045,                0.39229,                0.87858,                0.90528,                0.82649,                0.87576,                0.58587,                 1.0622,                0.51523,                 1.0999,              0.0002265,              0.0002265,              0.0002265
                    172,                0.72731,                 0.3858,                0.88132,                0.88903,                0.84443,                0.87352,                0.58945,                 1.0611,                0.52229,                 1.0967,             0.00021942,             0.00021942,             0.00021942
                    173,                0.71114,                0.37794,                0.87958,                0.90431,                0.83187,                0.87464,                0.58975,                 1.0661,                0.52287,                    1.1,             0.00021235,             0.00021235,             0.00021235
                    174,                0.72809,                0.38145,                0.87768,                0.90791,                0.83502,                0.88235,                0.59543,                 1.0579,                0.50784,                    1.1,             0.00020528,             0.00020528,             0.00020528
                    175,                0.70393,                0.37608,                0.87381,                0.88742,                0.83206,                0.87819,                 0.5924,                 1.0603,                0.51414,                 1.0998,              0.0001982,              0.0001982,              0.0001982
                    176,                0.71636,                0.37733,                0.87575,                0.90477,                0.81714,                0.87601,                0.59093,                 1.0683,                0.51594,                 1.1083,             0.00019113,             0.00019113,             0.00019113
                    177,                0.71642,                0.37496,                0.88011,                0.91842,                0.82048,                0.88063,                0.58949,                 1.0688,                0.51777,                 1.1055,             0.00018406,             0.00018406,             0.00018406
                    178,                0.69778,                0.36845,                0.87517,                0.91773,                0.81603,                0.88452,                0.59285,                 1.0615,                0.50848,                 1.1073,             0.00017698,             0.00017698,             0.00017698
                    179,                  0.732,                 0.3854,                0.87975,                0.92654,                0.81871,                0.88162,                0.59316,                 1.0602,                0.50075,                 1.1036,             0.00016991,             0.00016991,             0.00016991
                    180,                0.71973,                0.38206,                0.88293,                0.91367,                0.82265,                0.88243,                0.59575,                 1.0633,                0.50782,                 1.1019,             0.00016283,             0.00016283,             0.00016283
                    181,                0.71864,                0.37481,                0.87354,                0.93273,                0.83147,                0.88579,                0.59867,                 1.0628,                0.49953,                 1.1058,             0.00015576,             0.00015576,             0.00015576
                    182,                0.69544,                0.36923,                0.87177,                0.92781,                0.82671,                0.88793,                 0.6023,                  1.056,                0.49674,                 1.1053,             0.00014869,             0.00014869,             0.00014869
