                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.1002,                0.69068,                 1.0052,                0.87796,                0.79047,                 0.8602,                 0.5886,                 1.1021,                0.67824,                 1.0913,              0.0010895,              0.0010895,              0.0010895
                     26,                 1.0845,                0.69026,                0.99952,                0.87665,                0.75372,                 0.8166,                0.56857,                  1.108,                 0.7182,                 1.0989,              0.0010753,              0.0010753,              0.0010753
                     27,                 1.1142,                0.68426,                 1.0045,                 0.8467,                0.80341,                0.85547,                0.60931,                  1.073,                0.64794,                 1.0933,              0.0010612,              0.0010612,              0.0010612
                     28,                 1.0861,                0.66967,                0.99687,                 0.8682,                0.77847,                0.85609,                0.59547,                 1.1305,                0.71604,                 1.1026,               0.001047,               0.001047,               0.001047
                     29,                 1.0929,                0.67538,                0.99912,                0.85972,                0.80163,                0.86889,                0.60818,                 1.0609,                 0.6372,                 1.0769,              0.0010329,              0.0010329,              0.0010329
                     30,                 1.0938,                0.65468,                0.99802,                0.87217,                0.77203,                0.85027,                0.60369,                 1.0679,                0.67128,                 1.0762,              0.0010187,              0.0010187,              0.0010187
                     31,                 1.0986,                0.65153,                 1.0025,                 0.8565,                0.82427,                0.86224,                0.60511,                 1.0874,                0.66006,                 1.0742,              0.0010046,              0.0010046,              0.0010046
                     32,                 1.0739,                0.64939,                0.99461,                0.87056,                0.83155,                0.87636,                0.62307,                 1.0799,                0.63126,                 1.0945,             0.00099044,             0.00099044,             0.00099044
                     33,                 1.0526,                0.63743,                0.99654,                0.86848,                0.78396,                0.84229,                0.59691,                 1.0451,                0.65995,                 1.1006,             0.00097629,             0.00097629,             0.00097629
                     34,                 1.0776,                0.63599,                0.99143,                0.85299,                0.78607,                0.85011,                0.60052,                 1.0707,                0.64889,                 1.0796,             0.00096215,             0.00096215,             0.00096215
                     35,                 1.0979,                0.64865,                0.98597,                0.89977,                0.82568,                0.88638,                0.61905,                 1.0906,                0.61522,                 1.0919,               0.000948,               0.000948,               0.000948
                     36,                 1.0746,                0.62287,                0.98277,                0.83799,                0.85626,                0.87504,                0.60963,                 1.0743,                0.61159,                 1.0814,             0.00093385,             0.00093385,             0.00093385
                     37,                 1.0579,                0.62219,                0.97385,                0.90346,                0.81675,                0.88418,                0.60556,                 1.1043,                 0.6102,                 1.0975,              0.0009197,              0.0009197,              0.0009197
                     38,                 1.0464,                0.60809,                0.98538,                0.87935,                0.78609,                0.85974,                0.59752,                 1.1045,                0.63774,                 1.1313,             0.00090556,             0.00090556,             0.00090556
                     39,                 1.0677,                0.62551,                0.98823,                0.88639,                0.81787,                0.87523,                0.60719,                 1.0846,                0.63421,                  1.099,             0.00089141,             0.00089141,             0.00089141
                     40,                 1.0619,                0.61875,                0.98642,                0.87715,                0.80879,                0.87812,                0.61006,                 1.0859,                0.61925,                 1.1045,             0.00087726,             0.00087726,             0.00087726
                     41,                 1.0469,                0.61113,                0.97748,                0.84292,                0.79807,                 0.8535,                0.59375,                 1.1109,                0.65633,                 1.1108,             0.00086312,             0.00086312,             0.00086312
                     42,                 1.0434,                 0.6115,                0.98558,                0.86941,                0.77524,                0.85797,                0.59918,                 1.0997,                0.61558,                 1.1137,             0.00084897,             0.00084897,             0.00084897
                     43,                 1.0461,                0.59094,                 0.9783,                 0.8747,                0.82469,                0.87859,                0.61521,                 1.0752,                0.57801,                  1.097,             0.00083482,             0.00083482,             0.00083482
                     44,                 1.0124,                0.58647,                0.97116,                0.89114,                0.77891,                0.86742,                0.60354,                 1.0585,                0.62529,                 1.0826,             0.00082067,             0.00082067,             0.00082067
                     45,                 1.0192,                0.56873,                0.97527,                0.85064,                0.81354,                 0.8698,                0.60664,                  1.064,                0.60491,                  1.077,             0.00080653,             0.00080653,             0.00080653
                     46,                 1.0096,                 0.5698,                0.97128,                0.89283,                0.82955,                0.88395,                0.60662,                 1.1128,                0.59508,                 1.1085,             0.00079238,             0.00079238,             0.00079238
                     47,                 1.0579,                0.59168,                0.97376,                 0.8605,                0.83484,                0.88703,                0.63044,                 1.0511,                 0.5716,                 1.0788,             0.00077823,             0.00077823,             0.00077823
                     48,                 1.0087,                 0.5725,                0.96188,                0.86238,                0.84514,                0.88717,                0.60966,                 1.0664,                0.58801,                  1.084,             0.00076409,             0.00076409,             0.00076409
                     49,                 1.0257,                0.57655,                0.96971,                 0.8824,                 0.8239,                0.87973,                0.61587,                 1.0621,                0.59184,                 1.0876,             0.00074994,             0.00074994,             0.00074994
                     50,                0.99268,                0.56095,                 0.9673,                0.88745,                0.81502,                0.88991,                0.62015,                 1.0542,                0.58485,                 1.0653,             0.00073579,             0.00073579,             0.00073579
                     51,                0.99247,                0.55448,                0.95585,                0.89145,                0.84981,                0.89077,                0.63269,                 1.0783,                0.58356,                 1.0886,             0.00072164,             0.00072164,             0.00072164
                     52,                 1.0038,                 0.5559,                0.95997,                0.88472,                0.84844,                0.89127,                0.63239,                 1.0551,                 0.5796,                 1.0805,              0.0007075,              0.0007075,              0.0007075
                     53,                  1.005,                  0.561,                0.96611,                0.89213,                0.83697,                 0.8924,                0.62775,                 1.0625,                0.55942,                 1.0759,             0.00069335,             0.00069335,             0.00069335
                     54,                 1.0007,                0.55684,                0.96227,                0.90475,                0.82842,                0.87825,                0.62773,                 1.0514,                0.56845,                 1.0662,              0.0006792,              0.0006792,              0.0006792
                     55,                0.99108,                0.54525,                0.95815,                0.88767,                0.84578,                0.89989,                0.64948,                 1.0287,                0.56323,                 1.0803,             0.00066506,             0.00066506,             0.00066506
                     56,                  1.004,                0.54514,                0.95511,                0.88914,                0.83603,                0.90223,                 0.6436,                 1.0503,                0.56163,                 1.0933,             0.00065091,             0.00065091,             0.00065091
                     57,                0.99682,                0.53168,                0.95408,                0.91387,                0.81708,                0.89364,                0.62943,                 1.0778,                0.55319,                 1.1119,             0.00063676,             0.00063676,             0.00063676
                     58,                0.99677,                0.54029,                0.96339,                0.88761,                0.83644,                0.89504,                0.62699,                 1.0818,                0.55698,                 1.1024,             0.00062262,             0.00062262,             0.00062262
                     59,                0.99212,                0.53093,                0.95844,                0.90323,                0.85041,                0.89748,                0.62485,                 1.0772,                 0.5417,                 1.0913,             0.00060847,             0.00060847,             0.00060847
                     60,                0.98676,                0.53139,                0.95234,                0.87844,                 0.8293,                0.88365,                0.63098,                 1.0605,                0.56843,                 1.0764,             0.00059432,             0.00059432,             0.00059432
                     61,                0.95651,                0.52359,                0.94375,                0.89002,                  0.839,                0.90519,                0.63642,                 1.0384,                0.54482,                 1.0893,             0.00058017,             0.00058017,             0.00058017
                     62,                0.95803,                0.52146,                0.94762,                0.91559,                0.83223,                0.90087,                0.63226,                 1.0464,                0.54017,                 1.0761,             0.00056603,             0.00056603,             0.00056603
                     63,                0.94108,                   0.52,                0.94617,                0.91003,                0.80159,                0.89033,                0.62898,                 1.0658,                0.56268,                 1.0918,             0.00055188,             0.00055188,             0.00055188
                     64,                0.96032,                0.52429,                0.94758,                0.88322,                0.86222,                0.90472,                0.64518,                 1.0329,                0.53289,                 1.0677,             0.00053773,             0.00053773,             0.00053773
                     65,                0.93549,                0.49526,                0.94022,                0.91037,                0.83605,                0.89857,                0.63662,                 1.0309,                0.52694,                 1.0682,             0.00052359,             0.00052359,             0.00052359
                     66,                0.94304,                0.50346,                0.94147,                0.86893,                0.85561,                0.89578,                0.63202,                 1.0545,                0.54622,                   1.07,             0.00050944,             0.00050944,             0.00050944
                     67,                 0.9473,                0.50062,                0.94257,                0.90713,                 0.8437,                0.89798,                0.63513,                 1.0677,                0.53976,                 1.0861,             0.00049529,             0.00049529,             0.00049529
                     68,                0.95045,                0.50881,                0.93794,                0.88655,                 0.8425,                0.89456,                0.63751,                   1.05,                0.53357,                 1.0737,             0.00048114,             0.00048114,             0.00048114
                     69,                0.91419,                 0.4928,                0.93342,                0.90458,                0.84599,                0.90039,                0.64184,                 1.0428,                0.53144,                 1.0653,               0.000467,               0.000467,               0.000467
                     70,                0.93883,                0.49518,                0.93414,                0.88015,                0.86383,                0.89781,                0.63035,                 1.0525,                0.54275,                 1.0693,             0.00045285,             0.00045285,             0.00045285
                     71,                0.91979,                0.48821,                0.93458,                0.91774,                 0.8492,                0.89984,                0.63244,                 1.0435,                0.53281,                 1.0676,              0.0004387,              0.0004387,              0.0004387
                     72,                0.90957,                0.47398,                0.93027,                0.88361,                0.84196,                0.89626,                0.63131,                 1.0407,                0.53868,                 1.0581,             0.00042456,             0.00042456,             0.00042456
                     73,                0.92799,                0.48953,                0.93723,                   0.89,                0.86407,                0.90664,                0.64473,                 1.0339,                0.52339,                 1.0575,             0.00041041,             0.00041041,             0.00041041
                     74,                0.92416,                0.48343,                0.93226,                0.89839,                0.82801,                0.89783,                0.63634,                  1.045,                0.52786,                 1.0726,             0.00039626,             0.00039626,             0.00039626
                     75,                0.93065,                0.48796,                0.94013,                0.89164,                0.84925,                0.90464,                0.64259,                 1.0621,                0.53236,                 1.0852,             0.00038211,             0.00038211,             0.00038211
                     76,                0.92666,                0.47923,                0.93093,                0.92599,                0.81537,                0.89764,                0.63308,                 1.0632,                0.54663,                 1.0737,             0.00036797,             0.00036797,             0.00036797
                     77,                0.91393,                0.48036,                0.92662,                0.89651,                0.85297,                0.90174,                0.63382,                 1.0615,                 0.5324,                 1.0805,             0.00035382,             0.00035382,             0.00035382
                     78,                 0.8871,                 0.4642,                0.93086,                0.90563,                 0.8351,                0.89125,                0.62637,                 1.0617,                0.53447,                 1.0871,             0.00033967,             0.00033967,             0.00033967
                     79,                 0.9127,                0.46872,                0.92505,                0.91912,                0.83057,                0.89665,                0.63295,                 1.0523,                0.52509,                 1.0668,             0.00032553,             0.00032553,             0.00032553
                     80,                0.89892,                0.47242,                0.92918,                0.89846,                0.83972,                0.89783,                0.63567,                 1.0554,                0.53355,                 1.0648,             0.00031138,             0.00031138,             0.00031138
                     81,                0.88304,                0.46366,                0.92212,                0.91585,                0.81806,                0.88804,                0.62189,                 1.0598,                0.53463,                 1.0669,             0.00029723,             0.00029723,             0.00029723
                     82,                0.88085,                0.45704,                0.92351,                0.89071,                0.83499,                0.88829,                0.62593,                 1.0633,                0.53314,                 1.0763,             0.00028308,             0.00028308,             0.00028308
                     83,                0.90904,                0.47324,                0.92335,                0.90549,                0.83527,                 0.8937,                0.63374,                 1.0506,                0.52802,                 1.0747,             0.00026894,             0.00026894,             0.00026894
                     84,                0.86439,                0.45219,                0.92261,                0.91144,                0.82857,                0.88681,                0.63265,                 1.0502,                0.53192,                 1.0756,             0.00025479,             0.00025479,             0.00025479
                     85,                0.86042,                0.44775,                0.91902,                0.92648,                0.82554,                0.88986,                0.62792,                 1.0441,                0.52255,                 1.0842,             0.00024064,             0.00024064,             0.00024064
                     86,                0.89848,                0.46597,                0.92566,                0.89333,                 0.8346,                0.88848,                0.63068,                 1.0456,                0.53157,                 1.0823,              0.0002265,              0.0002265,              0.0002265
                     87,                0.87312,                 0.4545,                0.91431,                0.89093,                0.80992,                0.88802,                0.63276,                 1.0419,                0.54368,                 1.0752,             0.00021235,             0.00021235,             0.00021235
                     88,                0.87569,                0.45252,                0.91648,                0.90922,                0.81542,                0.88517,                0.63581,                 1.0305,                0.53561,                 1.0781,              0.0001982,              0.0001982,              0.0001982
                     89,                0.84178,                0.43665,                0.92242,                0.89989,                0.83646,                0.89558,                0.64057,                 1.0518,                0.53895,                 1.0921,             0.00018406,             0.00018406,             0.00018406
                     90,                0.85278,                 0.4415,                0.92159,                0.91604,                0.83551,                0.89697,                0.64042,                 1.0578,                0.53419,                 1.0941,             0.00016991,             0.00016991,             0.00016991
                     91,                0.84512,                0.41786,                 0.9016,                0.88539,                0.82479,                0.88945,                0.63275,                 1.0527,                0.54321,                  1.084,             0.00015576,             0.00015576,             0.00015576
                     92,                0.83716,                0.41068,                0.89951,                0.88209,                0.83966,                0.88995,                0.63448,                 1.0476,                0.53193,                 1.0881,             0.00014161,             0.00014161,             0.00014161
                     93,                0.83111,                0.40901,                0.89811,                0.88386,                 0.8361,                0.89113,                0.63606,                   1.04,                0.53652,                 1.0824,             0.00012747,             0.00012747,             0.00012747
                     94,                0.81166,                0.39585,                0.88992,                0.90291,                0.81509,                0.88486,                0.63102,                 1.0408,                0.54657,                 1.0785,             0.00011332,             0.00011332,             0.00011332
                     95,                0.80982,                0.39072,                0.89059,                0.90311,                0.82117,                0.88866,                0.63495,                 1.0407,                0.54434,                 1.0779,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.80518,                 0.3876,                0.88578,                0.88951,                0.83437,                0.89065,                0.63579,                  1.044,                0.53249,                 1.0788,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.81501,                0.39631,                0.89187,                0.89336,                0.83079,                0.88898,                 0.6381,                 1.0348,                0.53302,                 1.0786,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.80992,                0.39476,                0.88967,                0.91597,                0.82475,                0.89181,                0.63921,                 1.0366,                0.52821,                 1.0821,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.80092,                0.38991,                0.88454,                0.89034,                0.82834,                0.89307,                0.64054,                  1.034,                0.53302,                 1.0815,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.80495,                0.38735,                0.88859,                0.87877,                0.84273,                0.89382,                0.63823,                 1.0375,                0.53873,                 1.0811,             2.8437e-05,             2.8437e-05,             2.8437e-05
