                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.2084,                 0.7762,                0.93643,                0.68257,                0.09141,                 0.1149,                0.06896,                 1.1559,                0.69412,                0.95425,              0.0010612,              0.0010612,              0.0010612
                     15,                 1.2041,                0.78548,                  0.934,                0.80113,                 0.2205,                0.25214,                0.15417,                 1.1464,                0.74799,                0.94485,              0.0010329,              0.0010329,              0.0010329
                     16,                  1.176,                0.76274,                0.92338,                0.66955,                0.17859,                0.21288,                 0.1272,                  1.191,                0.72824,                0.94462,              0.0010046,              0.0010046,              0.0010046
                     17,                 1.1801,                0.73423,                0.92631,                0.79947,                 0.1539,                0.18595,                0.10806,                 1.1203,                0.65642,                0.94016,             0.00097629,             0.00097629,             0.00097629
                     18,                 1.1875,                 0.7287,                0.93024,                0.62524,                0.17915,                0.21253,                0.12668,                 1.1885,                0.66616,                0.95501,               0.000948,               0.000948,               0.000948
                     19,                 1.1085,                0.67817,                0.91899,                0.65229,                0.16814,                0.20261,                0.11636,                 1.1527,                0.66572,                0.94962,              0.0009197,              0.0009197,              0.0009197
                     20,                  1.091,                0.68641,                0.91539,                0.73212,                0.16583,                 0.2001,                0.11833,                 1.1563,                0.64644,                0.95053,             0.00089141,             0.00089141,             0.00089141
                     21,                 1.1208,                0.67756,                0.92019,                0.75539,                0.18559,                0.22972,                0.13971,                 1.1244,                0.63746,                0.93523,             0.00086312,             0.00086312,             0.00086312
                     22,                 1.1134,                0.69739,                 0.9158,                0.62597,                0.19202,                0.22314,                0.13648,                 1.1011,                0.62787,                0.92653,             0.00083482,             0.00083482,             0.00083482
                     23,                 1.1312,                0.68636,                0.91763,                0.75182,                 0.1392,                0.16828,                0.11113,                 1.1782,                0.64481,                0.94444,             0.00080653,             0.00080653,             0.00080653
                     24,                 1.0807,                0.64744,                0.91047,                0.70333,                0.23611,                0.27258,                0.18288,                 1.1074,                0.62307,                0.93486,             0.00077823,             0.00077823,             0.00077823
                     25,                 1.0713,                0.63886,                0.90733,                0.82191,                0.13792,                0.16806,                0.11879,                 1.1344,                0.63754,                0.93895,             0.00074994,             0.00074994,             0.00074994
                     26,                 1.0446,                 0.6458,                0.89979,                0.68662,                0.19156,                0.22471,                0.14401,                 1.1289,                0.63276,                0.94156,             0.00072164,             0.00072164,             0.00072164
                     27,                 1.0608,                0.63498,                0.90966,                0.79109,                0.21911,                0.26022,                0.17584,                 1.1164,                0.62831,                0.94323,             0.00069335,             0.00069335,             0.00069335
                     28,                 1.2128,                  1.002,                0.90011,                0.79041,                0.24003,                0.26654,                0.14893,                 1.1599,                0.76612,                0.94627,             0.00066506,             0.00066506,             0.00066506
                     29,                 1.0978,                0.75056,                 0.8942,                0.71836,                0.18669,                0.22591,                0.13776,                 1.1236,                0.68824,                0.94969,             0.00063676,             0.00063676,             0.00063676
                     30,                 1.0664,                0.67912,                0.89186,                0.69486,                0.18469,                0.21583,                0.13164,                 1.1234,                0.64672,                0.93245,             0.00060847,             0.00060847,             0.00060847
                     31,                 1.0707,                0.65639,                0.89527,                0.68505,                 0.1847,                0.23047,                0.14421,                 1.1544,                0.64131,                0.94359,             0.00058017,             0.00058017,             0.00058017
                     32,                 1.0125,                0.61765,                0.88985,                0.91858,                0.17595,                0.23457,                0.13867,                 1.1395,                0.63128,                0.94618,             0.00055188,             0.00055188,             0.00055188
                     33,                0.98762,                0.60347,                0.88448,                0.80152,                0.21366,                0.24916,                0.15744,                 1.0982,                0.62263,                0.92512,             0.00052359,             0.00052359,             0.00052359
                     34,                 1.0046,                0.59003,                0.88686,                0.74147,                0.23337,                0.28449,                0.18543,                 1.1107,                0.62967,                0.92835,             0.00049529,             0.00049529,             0.00049529
                     35,                 1.0005,                0.59357,                 0.8838,                0.88169,                0.24667,                0.30724,                0.20483,                 1.0847,                0.62354,                0.92455,               0.000467,               0.000467,               0.000467
                     36,                  1.015,                0.59138,                0.88433,                0.86564,                0.20273,                0.26387,                0.18101,                  1.093,                0.61359,                0.92768,              0.0004387,              0.0004387,              0.0004387
                     37,                0.97126,                0.56148,                0.87986,                0.77951,                 0.2972,                0.34879,                0.23147,                 1.1068,                0.60628,                0.92462,             0.00041041,             0.00041041,             0.00041041
                     38,                0.95121,                 0.5517,                0.87607,                0.72539,                0.19616,                0.24026,                0.17441,                 1.0853,                0.60345,                0.92599,             0.00038211,             0.00038211,             0.00038211
                     39,                0.94874,                0.54889,                0.87357,                0.77112,                0.25496,                0.30277,                0.19664,                  1.072,                0.58169,                0.92949,             0.00035382,             0.00035382,             0.00035382
                     40,                0.97289,                0.54615,                0.88375,                0.81275,                0.22096,                0.27091,                0.18325,                 1.0894,                0.58087,                0.93583,             0.00032553,             0.00032553,             0.00032553
                     41,                 1.0279,                0.57378,                0.88406,                0.75266,                0.23981,                0.28148,                0.16997,                 1.0963,                0.60557,                0.92997,             0.00029723,             0.00029723,             0.00029723
                     42,                   1.01,                0.56013,                0.88078,                0.67404,                0.22556,                0.25794,                0.16815,                 1.1139,                0.61447,                0.93881,             0.00026894,             0.00026894,             0.00026894
                     43,                0.99887,                0.54531,                0.88114,                0.70235,                0.22987,                0.26467,                0.17208,                 1.1023,                0.60293,                0.93324,             0.00024064,             0.00024064,             0.00024064
                     44,                0.99298,                0.54638,                0.87784,                0.66889,                0.22878,                0.26379,                0.17536,                  1.091,                0.58524,                0.92405,             0.00021235,             0.00021235,             0.00021235
                     45,                0.98337,                  0.538,                0.87942,                0.68137,                0.20489,                0.23256,                0.15114,                 1.0835,                0.57969,                0.91717,             0.00018406,             0.00018406,             0.00018406
                     46,                0.96734,                0.53167,                0.87309,                0.70786,                0.21608,                 0.2491,                0.15852,                 1.0715,                0.56582,                0.91506,             0.00015576,             0.00015576,             0.00015576
                     47,                0.97293,                0.52745,                0.87008,                 0.6975,                0.29974,                0.33313,                0.22103,                 1.0831,                0.56592,                0.92652,             0.00012747,             0.00012747,             0.00012747
                     48,                0.96018,                0.51873,                 0.8674,                0.73172,                0.31374,                0.34386,                  0.227,                 1.0809,                0.56926,                0.92582,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     49,                0.94586,                0.51061,                0.86797,                0.72198,                0.29354,                0.32711,                  0.217,                 1.0845,                0.55572,                0.92551,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     50,                0.97014,                0.51228,                0.87772,                0.75903,                0.31989,                0.35655,                0.23462,                 1.0723,                0.55991,                0.92353,             4.2584e-05,             4.2584e-05,             4.2584e-05
